0,1,2,3,4,5,6,7,8,9,10
tropical fruit,whole milk,,,,,,,,,
meat,beverages,,,,,,,,,
other vegetables,frozen dessert,shopping bags,,,,,,,,
specialty chocolate,baking powder,soda,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
bottled water,butter milk,,,,,,,,,
curd,specialty chocolate,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
curd,soda,,,,,,,,,
shopping bags,snack products,,,,,,,,,
sausage,grapes,sliced cheese,napkins,,,,,,,
white bread,curd,bottled water,,,,,,,,
newspapers,salty snack,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
soap,candy,,,,,,,,,
pip fruit,coffee,,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,napkins,,,,,,,,,
pork,whole milk,,,,,,,,,
chicken,citrus fruit,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
tropical fruit,whole milk,,,,,,,,,
salty snack,specialty bar,brown bread,instant coffee,,,,,,,
pork,pickled vegetables,,,,,,,,,
butter,soda,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
onions,berries,,,,,,,,,
specialty cheese,meat,cat food,bottled beer,newspapers,,,,,,
chewing gum,domestic eggs,packaged fruit/vegetables,,,,,,,,
whole milk,condensed milk,,,,,,,,,
specialty chocolate,root vegetables,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
other vegetables,flour,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
frankfurter,sausage,whole milk,domestic eggs,fruit/vegetable juice,,,,,,
male cosmetics,roll products ,pastry,,,,,,,,
white bread,seasonal products,,,,,,,,,
waffles,whipped/sour cream,soda,,,,,,,,
sausage,rolls/buns,,,,,,,,,
meat,liquor,male cosmetics,fruit/vegetable juice,,,,,,,
pastry,brown bread,,,,,,,,,
newspapers,chewing gum,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
pork,brown bread,fruit/vegetable juice,shopping bags,,,,,,,
root vegetables,dog food,,,,,,,,,
yogurt,whole milk,onions,sugar,,,,,,,
root vegetables,root vegetables,frozen vegetables,,,,,,,,
bottled water,cream cheese ,bottled beer,,,,,,,,
pip fruit,flour,,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whole milk,onions,,,,,,,,,
white bread,other vegetables,,,,,,,,,
oil,yogurt,,,,,,,,,
hygiene articles,rolls/buns,,,,,,,,,
meat,whole milk,,,,,,,,,
citrus fruit,beef,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,oil,soda,,,,,,,,
frankfurter,frankfurter,whole milk,canned fish,,,,,,,
yogurt,tropical fruit,mayonnaise,curd,soft cheese,,,,,,
pip fruit,hard cheese,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
white wine,beverages,,,,,,,,,
sliced cheese,skin care,,,,,,,,,
white bread,pip fruit,,,,,,,,,
frozen vegetables,other vegetables,napkins,,,,,,,,
root vegetables,whole milk,,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
chicken,pastry,soda,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
beverages,canned vegetables,,,,,,,,,
citrus fruit,soda,,,,,,,,,
meat spreads,tropical fruit,rolls/buns,,,,,,,,
root vegetables,frozen vegetables,misc. beverages,,,,,,,,
processed cheese,white bread,,,,,,,,,
chocolate marshmallow,canned beer,,,,,,,,,
beverages,whole milk,,,,,,,,,
rolls/buns,chocolate,,,,,,,,,
pip fruit,UHT-milk,soda,,,,,,,,
beef,brown bread,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
chicken,pasta,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
pastry,soda,,,,,,,,,
whole milk,whole milk,sauces,,,,,,,,
pork,specialty cheese,,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
other vegetables,other vegetables,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
meat,frozen meals,whole milk,domestic eggs,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
fruit/vegetable juice,vinegar,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
pork,whole milk,,,,,,,,,
whole milk,organic products,,,,,,,,,
citrus fruit,sausage,bottled beer,herbs,,,,,,,
tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,
pip fruit,hard cheese,bottled water,,,,,,,,
butter,coffee,,,,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
photo/film,shopping bags,,,,,,,,,
house keeping products,rolls/buns,mayonnaise,,,,,,,,
rum,yogurt,,,,,,,,,
sliced cheese,other vegetables,,,,,,,,,
newspapers,soda,,,,,,,,,
pork,grapes,,,,,,,,,
fruit/vegetable juice,baking powder,oil,,,,,,,,
roll products ,rice,,,,,,,,,
ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar,,,,
bottled beer,candy,,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
yogurt,yogurt,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
pastry,whole milk,soda,Instant food products,,,,,,,
tropical fruit,margarine,,,,,,,,,
other vegetables,hard cheese,,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
root vegetables,chocolate,,,,,,,,,
whipped/sour cream,whipped/sour cream,fruit/vegetable juice,,,,,,,,
rolls/buns,waffles,,,,,,,,,
soda,salty snack,candy,,,,,,,,
other vegetables,pip fruit,napkins,,,,,,,,
semi-finished bread,berries,,,,,,,,,
sausage,beverages,,,,,,,,,
yogurt,hard cheese,,,,,,,,,
misc. beverages,frozen vegetables,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
whole milk,mustard,,,,,,,,,
ham,chicken,canned beer,other vegetables,napkins,,,,,,
bottled water,brown bread,,,,,,,,,
sausage,spread cheese,chocolate,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
red/blush wine,curd,,,,,,,,,
other vegetables,beef,,,,,,,,,
curd,citrus fruit,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
butter,candy,,,,,,,,,
specialty bar,pastry,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
meat,chocolate,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
soda,ice cream,,,,,,,,,
other vegetables,soda,,,,,,,,,
pork,bottled water,,,,,,,,,
beef,dessert,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pip fruit,coffee,whole milk,pastry,seasonal products,,,,,,
shopping bags,shopping bags,,,,,,,,,
tropical fruit,sausage,tropical fruit,detergent,butter,newspapers,,,,,
hard cheese,margarine,rolls/buns,,,,,,,,
beef,fruit/vegetable juice,yogurt,,,,,,,,
soda,detergent,,,,,,,,,
frankfurter,grapes,,,,,,,,,
margarine,yogurt,,,,,,,,,
other vegetables,margarine,,,,,,,,,
pork,newspapers,root vegetables,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
tropical fruit,soda,,,,,,,,,
root vegetables,dog food,,,,,,,,,
pot plants,pickled vegetables,house keeping products,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
berries,sugar,female sanitary products,dessert,,,,,,,
root vegetables,butter,,,,,,,,,
meat,beef,curd,,,,,,,,
other vegetables,whole milk,,,,,,,,,
grapes,whole milk,,,,,,,,,
meat,pasta,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
ham,canned beer,,,,,,,,,
sausage,bottled water,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
citrus fruit,specialty bar,,,,,,,,,
Instant food products,yogurt,,,,,,,,,
root vegetables,liquor,,,,,,,,,
sausage,chicken,pip fruit,other vegetables,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
pork,bottled water,,,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
tropical fruit,cake bar,,,,,,,,,
soda,pastry,,,,,,,,,
berries,bottled beer,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
ham,brown bread,butter,bottled water,,,,,,,
soda,citrus fruit,,,,,,,,,
bottled water,chicken,processed cheese,whole milk,,,,,,,
sugar,shopping bags,,,,,,,,,
liquor (appetizer),coffee,bottled beer,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
pastry,pet care,,,,,,,,,
sausage,soda,,,,,,,,,
rolls/buns,cream cheese ,yogurt,,,,,,,,
canned vegetables,popcorn,,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
cream cheese ,mustard,,,,,,,,,
meat,pastry,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
soda,rolls/buns,,,,,,,,,
soda,rolls/buns,,,,,,,,,
oil,whipped/sour cream,pip fruit,whole milk,,,,,,,
tropical fruit,cream cheese ,cream cheese ,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
pork,root vegetables,,,,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
frankfurter,margarine,frozen vegetables,,,,,,,,
oil,bottled water,,,,,,,,,
cream cheese ,pudding powder,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
chicken,salty snack,yogurt,,,,,,,,
curd,margarine,,,,,,,,,
root vegetables,nut snack,,,,,,,,,
frankfurter,citrus fruit,specialty chocolate,,,,,,,,
detergent,newspapers,,,,,,,,,
candles,chewing gum,,,,,,,,,
butter,coffee,soda,pastry,,,,,,,
tropical fruit,soda,,,,,,,,,
turkey,long life bakery product,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
root vegetables,yogurt,specialty bar,,,,,,,,
sausage,fruit/vegetable juice,pot plants,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
whole milk,cat food,,,,,,,,,
finished products,root vegetables,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
frankfurter,bottled water,soft cheese,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
butter,candy,,,,,,,,,
grapes,honey,,,,,,,,,
root vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,
brown bread,pot plants,,,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
napkins,skin care,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
bottled water,other vegetables,root vegetables,rolls/buns,soda,sugar,,,,,
ham,dessert,yogurt,,,,,,,,
beef,soda,,,,,,,,,
soda,white bread,fruit/vegetable juice,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
yogurt,pet care,,,,,,,,,
beef,frankfurter,chewing gum,margarine,chewing gum,detergent,,,,,
dessert,curd,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
photo/film,white wine,other vegetables,brown bread,canned fish,margarine,sliced cheese,,,,
onions,soft cheese,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
meat,butter milk,tropical fruit,specialty bar,newspapers,rolls/buns,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
soda,mayonnaise,,,,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
sugar,brown bread,,,,,,,,,
berries,candy,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
newspapers,brown bread,,,,,,,,,
sausage,other vegetables,,,,,,,,,
oil,soda,sliced cheese,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
cereals,frozen vegetables,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
margarine,herbs,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
butter milk,root vegetables,,,,,,,,,
tropical fruit,curd,brown bread,pastry,,,,,,,
soda,bottled beer,chicken,yogurt,,,,,,,
brown bread,packaged fruit/vegetables,,,,,,,,,
citrus fruit,domestic eggs,bottled water,,,,,,,,
misc. beverages,packaged fruit/vegetables,,,,,,,,,
hamburger meat,salty snack,shopping bags,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
turkey,whole milk,,,,,,,,,
female sanitary products,dishes,,,,,,,,,
pastry,whole milk,dessert,,,,,,,,
whole milk,pip fruit,,,,,,,,,
sausage,pasta,,,,,,,,,
pork,brown bread,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
frankfurter,curd,,,,,,,,,
frankfurter,mustard,shopping bags,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
pip fruit,white wine,root vegetables,shopping bags,,,,,,,
brown bread,chocolate,,,,,,,,,
napkins,whole milk,chocolate marshmallow,,,,,,,,
brown bread,curd,,,,,,,,,
rolls/buns,tropical fruit,seasonal products,fruit/vegetable juice,,,,,,,
chicken,butter,,,,,,,,,
canned beer,soda,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
rolls/buns,oil,chocolate,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
soda,frozen dessert,canned fish,,,,,,,,
bottled water,yogurt,tropical fruit,whole milk,,,,,,,
other vegetables,photo/film,newspapers,,,,,,,,
ice cream,photo/film,flour,,,,,,,,
butter,seasonal products,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
yogurt,whole milk,,,,,,,,,
sausage,berries,rolls/buns,,,,,,,,
grapes,other vegetables,,,,,,,,,
whole milk,hamburger meat,newspapers,,,,,,,,
citrus fruit,skin care,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
shopping bags,white wine,soda,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
UHT-milk,curd,chocolate,,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,margarine,,,,,,,,,
waffles,whole milk,,,,,,,,,
specialty bar,candy,root vegetables,ice cream,,,,,,,
sausage,citrus fruit,,,,,,,,,
curd cheese,red/blush wine,margarine,,,,,,,,
chicken,whole milk,whole milk,chewing gum,,,,,,,
salty snack,rolls/buns,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frozen potato products,soda,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
whole milk,pip fruit,softener,,,,,,,,
sausage,beef,salty snack,,,,,,,,
beef,semi-finished bread,,,,,,,,,
sausage,yogurt,,,,,,,,,
canned beer,beverages,,,,,,,,,
newspapers,long life bakery product,napkins,,,,,,,,
white wine,canned vegetables,flour,,,,,,,,
soda,soda,domestic eggs,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
whole milk,candles,,,,,,,,,
chewing gum,sugar,,,,,,,,,
beef,chicken,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
chewing gum,coffee,margarine,,,,,,,,
ham,canned fruit,,,,,,,,,
onions,cream cheese ,baking powder,,,,,,,,
whole milk,flour,,,,,,,,,
tropical fruit,soda,canned beer,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
bottled water,bottled beer,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,bottled beer,other vegetables,bottled beer,,,,,,,
beverages,canned fish,,,,,,,,,
soda,other vegetables,bottled water,white bread,frozen meals,onions,bottled beer,margarine,,,
hamburger meat,newspapers,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
cake bar,flower soil/fertilizer,,,,,,,,,
whole milk,ice cream,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
sliced cheese,sugar,,,,,,,,,
pork,bottled water,tea,,,,,,,,
chicken,rolls/buns,,,,,,,,,
chicken,whole milk,,,,,,,,,
other vegetables,baking powder,,,,,,,,,
photo/film,pork,liquor,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
beef,herbs,oil,,,,,,,,
frankfurter,soda,,,,,,,,,
soda,onions,other vegetables,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
pastry,other vegetables,,,,,,,,,
white wine,chocolate marshmallow,,,,,,,,,
pip fruit,soda,,,,,,,,,
domestic eggs,sugar,,,,,,,,,
dessert,cake bar,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
fruit/vegetable juice,yogurt,rolls/buns,frozen vegetables,,,,,,,
berries,UHT-milk,cream cheese ,,,,,,,,
potato products,other vegetables,,,,,,,,,
whole milk,curd,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
salt,margarine,,,,,,,,,
specialty chocolate,soda,bathroom cleaner,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
tropical fruit,other vegetables,dessert,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
specialty bar,curd,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
sauces,tropical fruit,,,,,,,,,
shopping bags,napkins,,,,,,,,,
soda,rolls/buns,soda,,,,,,,,
pork,rolls/buns,,,,,,,,,
citrus fruit,instant coffee,,,,,,,,,
yogurt,whole milk,yogurt,chewing gum,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
butter milk,candles,pot plants,,,,,,,,
bottled water,tropical fruit,shopping bags,,,,,,,,
pip fruit,rum,,,,,,,,,
sausage,beverages,,,,,,,,,
hard cheese,rolls/buns,white wine,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
hamburger meat,shopping bags,,,,,,,,,
newspapers,cat food,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
canned beer,brown bread,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
hamburger meat,candy,,,,,,,,,
citrus fruit,whole milk,rolls/buns,pastry,whipped/sour cream,,,,,,
citrus fruit,rum,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
canned beer,chocolate,,,,,,,,,
pork,spread cheese,,,,,,,,,
misc. beverages,onions,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
pastry,sliced cheese,fruit/vegetable juice,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
herbs,root vegetables,,,,,,,,,
chocolate,chocolate,,,,,,,,,
dog food,processed cheese,,,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
sausage,soda,,,,,,,,,
sausage,male cosmetics,,,,,,,,,
sausage,yogurt,pastry,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
sausage,pastry,,,,,,,,,
chicken,house keeping products,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
pip fruit,white wine,chocolate,,,,,,,,
tropical fruit,frozen potato products,vinegar,,,,,,,,
domestic eggs,margarine,,,,,,,,,
curd,frankfurter,white bread,pip fruit,waffles,,,,,,
frankfurter,shopping bags,,,,,,,,,
pet care,soda,,,,,,,,,
butter,bottled beer,,,,,,,,,
citrus fruit,soda,white bread,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
hamburger meat,detergent,flour,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
sausage,white bread,,,,,,,,,
meat,curd,,,,,,,,,
sausage,bottled beer,misc. beverages,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,
chicken,vinegar,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
pastry,margarine,,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
semi-finished bread,flour,,,,,,,,,
spices,shopping bags,soda,newspapers,,,,,,,
beverages,white wine,frozen potato products,,,,,,,,
canned beer,yogurt,,,,,,,,,
shopping bags,butter,,,,,,,,,
chocolate,pasta,,,,,,,,,
meat spreads,yogurt,,,,,,,,,
berries,brown bread,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
white wine,cat food,,,,,,,,,
pot plants,frozen dessert,,,,,,,,,
ice cream,yogurt,,,,,,,,,
grapes,grapes,,,,,,,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
ham,chewing gum,frozen vegetables,,,,,,,,
mustard,curd cheese,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
chocolate,cat food,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
soda,nut snack,,,,,,,,,
hamburger meat,red/blush wine,,,,,,,,,
other vegetables,zwieback,oil,,,,,,,,
dessert,soda,,,,,,,,,
root vegetables,specialty cheese,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
whole milk,butter,,,,,,,,,
soda,specialty cheese,candy,,,,,,,,
soda,curd,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
frankfurter,curd,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
newspapers,white wine,,,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
newspapers,bottled beer,domestic eggs,,,,,,,,
rolls/buns,chicken,cream cheese ,dishes,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
pasta,soda,,,,,,,,,
soda,abrasive cleaner,seasonal products,,,,,,,,
beef,sausage,,,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
chicken,tropical fruit,waffles,whipped/sour cream,brown bread,,,,,,
canned beer,pip fruit,instant coffee,yogurt,,,,,,,
white bread,baking powder,,,,,,,,,
beef,meat spreads,,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
white wine,rolls/buns,,,,,,,,,
chicken,yogurt,hygiene articles,brown bread,,,,,,,
other vegetables,liquor,whole milk,butter milk,,,,,,,
liquor,UHT-milk,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
beef,salt,,,,,,,,,
pip fruit,spread cheese,,,,,,,,,
long life bakery product,onions,,,,,,,,,
specialty bar,roll products ,,,,,,,,,
